Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
46,2.0,0.0,0.0,438.0,6.0,39.0,2526.0,0.1,14.0,0.0,0.0,557.967476606369,,,,,,,,,,,,,,,,,,,,,-0.5569738877101266,7.773112916713933,14.04980754690697,-11.934219505791077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,0.0,488.0,7.0,50.0,2576.0,0.1,35.0,0.0,0.0,562.9060893058777,,,,,,,,,,,,,,,,,,,,,12.207175503829946,13.081578563501045,34.458523813912514,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,0.0,538.0,8.0,50.0,2626.0,0.1,35.0,0.0,0.0,568.1390919685364,,,,,,,,,,,,,,,,,,,,,12.207175503829946,13.081578563501045,34.458523813912514,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,0.0,627.0,9.0,89.0,2715.0,0.1,72.0,0.0,0.0,576.6738247871399,,,,,,,,,,,,,,,,,,,,,28.958341417603847,24.009625563327685,69.56176157522215,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,0.0,736.0,10.0,109.0,2824.0,0.1,86.0,0.0,0.0,587.24369764328,,,,,,,,,,,,,,,,,,,,,33.11795425158231,28.96248247983976,82.55517077295266,-10.945164670461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,0.0,834.0,11.0,98.0,2922.0,0.1,83.0,0.0,0.0,596.9321596622467,,,,,,,,,,,,,,,,,,,,,34.974351080370745,26.640179795566144,79.73189765754111,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,0.0,871.0,12.0,37.0,2959.0,0.1,22.0,0.0,0.0,600.989598274231,,,,,,,,,,,,,,,,,,,,,6.092845292951599,9.138439226510936,21.818179264510558,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,0.0,955.0,13.0,84.0,3043.0,0.1,69.0,0.0,0.0,609.3815343379974,,,,,,,,,,,,,,,,,,,,,28.362341908779626,22.80217261573238,66.75099852571542,-6.979034965020993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,0.0,983.0,14.0,28.0,3071.0,0.1,15.0,0.0,0.0,612.2638740539551,,,,,,,,,,,,,,,,,,,,,3.5395003637478983,6.686780967549426,14.930740540154824,-5.985019985006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,0.0,1080.0,15.0,97.0,3168.0,0.1,80.0,0.0,0.0,621.7127635478973,,,,,,,,,,,,,,,,,,,,,32.72798251369437,26.21498790002203,76.97926725140724,-7.972055930055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,0.0,1126.0,16.0,46.0,3214.0,0.1,23.0,0.0,0.0,626.5757832527161,,,,,,,,,,,,,,,,,,,,,3.9103308295424877,10.439971484724884,22.865833583173814,-10.945164670461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
